hotel_url,text,rating
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Our stay in Lampedusa was the highlight of our trip! They don't come any better than Renato. Hands down, he is the most passionate, kind, and welcoming hotel owner we have ever met. Renato picked us up from the airport and began sharing information about the ins and outs of the island. Taking the first steps into the hotel, you can immediately feel that this is Renato's true passion. The details throughout the hotel are perfection: built-in couches positioned to maximize views, hand-painted tiles, playful artwork that reflects the owner and the island, gorgeous woodwork accenting the walls and ceilings, and a yellow hue that really calibrates you to the sunny and happy disposition of Renato and the staff. It couldn't be more perfect. The rooms are a very generous size, again, beautifully appointed with artisan details and perfect craftsmanship. The hotel location is perfect as you can walk to the town center, and the complimentary scooter is awesome! The scooter is definitely necessary in order to get to and from some of the island's main attractions, not the least of which is Rabbit Beach. Breakfast was always delicious and the staff is very nice and accommodating. Lampedusa itself is stunning, and Renato and Mosaicos del Sole certainly reflect this grandeur. We are already plotting our return trip!!",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Location: 5 min. drive from airport. You can have a nice view of the ocean from the top floor of the apartment! Very nice breakfast with croissants, fruits, cheese, ham and proper Italian coffee to start a fresh day! Surroundings (where I went): - Via Roma (5 min. walk. to center street where you can shop, eat, and walk around There are few steps up to a street but even if you're traveling with buggy it won't be a problem.) - Cala Guitgia (5 min. drive or 20 min. walk) - Rabbit Beach (10 min. drive) Room: Suite - great for a family with small children. The water and soft drinks are refilled every day with out any additional cost! Bed is a king sized bed and 2 adults + 2 babies can fit in. If you need one, Renato can prepare a baby cot too. In a bath room there is only a shower and not a tub (Renato told me he doesn't have any room with a bath tub). Staff: Renato is the best! He is perfect as a host, owner, and also as a person too. He can speak English, which was very helpful too as many people in Lampedusa seems to have a difficulty in speaking English and it's some times a little bit hard to communicate as my Italian isn't good.... He is very helpful in many ways; free pickup/drop off not only from/to airport but to Rabbit Beach and other areas of island as well, very informative and good recommendation of a restaurant, where we can buy a swimming wear, when to go to beach, from which point we can have a fantastic view of ocean, etc...",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Hotel owners are very accommodating from picking us up at airport, to free scooter to get us around the Island of Lampedusa. The Room quality was very good we were really happy with the kitchenette facilities. They offer a Happy Hour on the roof top in the evenings, with great food, cooked and prepared. The breakfast was good. We used the pool area quite a lot, and its clean and well maintained, some deck chairs around the pool would have been great, all in all, we were so pleased and happy we chose this hotel as our choice.",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Renato you are best. One of the best place to stay not for one or two but whole week. The owner speaks English and help you out all the way. Amazing interior design, pool, terrace, breakfast, swimming poll etc.",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Renato,the hotel's owner,can speak English and always helps us when we have troubles. Because there are few people who can speak English in the Lampedusa Island, it is very important that there is a person who can speak English near.he pickup us to go to the rabbit beach which is the most famous beach in Lampedusa Island and rent the motor scooter free. When we want to ride a boat, he introduce the shop.He is a very kind owner. The room was clean and big enough.It has a feeling of cleanliness. The roof is space with the resort feeling. If we hope,we can do BBQ. It was slightly high, but was the valuable hotel. Thank you Renato and other kind staffs. オーナーのレナートは英語が話せて、何か困ったことがあると常に助けてくれます。ランペドゥーザ島は英語が話せる人が少ないため、英語が話せる方が近くにいるのは非常に重要なことです。 ランペドゥーザの一番の目的地であるrabbit beachに行くのも、車で送迎してくれますし、無料でスクーターも貸し出してくれます。ボートに乗ったり、ダイビングをしたいときには、ショップも紹介してくれます。 部屋は綺麗で十分な広さがあり、清潔感がありました。ホテル内も掃除が行き届いていて、随所にオーナーのこだわりを感じます。屋上はリゾート感のあるスペースです。希望があればBBQも出来ます。 少し高いですが、その価値のあるホテルでした。もしもう一度訪れる機会があれば、もう一度泊まりたいホテルです。",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"El Mosaico del Sol was the BEST hotel experience we have ever had. The Staff: Everyone was so very friendly. We were provided a ride to/from the airport, which was very generous. The cleaning staff was very friendly, and do an excellent job at cleaning. Breakfast and Happy Hour were delicious! The Premises: The accommodations were wonderful and beautiful. Outside, the pool is serene and upstairs is a trendy and comfortable terrace. The rooms are like apartments, with kitchenettes, dining area, and living room. So much space! The location is also prime, close to the town with great gelato, food, and shortly near some beautiful beaches. The owner (Renato) will bend over backwards to ensure you enjoy everything. He has thought of every single detail and picked the best of everything! Excellent quality hotel, location and staff. We hope to return soon! Thank you!!",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Well located within walking distance to the main walking street. Lovely and friendly staff. Pickup/dropped at airport is arranged. They provided us a scooter included in the daily rate. Lovely room- clean, spacious, even small kitchenette. Our window overlooked the street but there were no issues with noise. It's a great island with beautiful beaches. I'd absolutely come back!",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"This is a review for the El Mosaico Hotel itself (not the dammusi). We can't find enough positive things to say about this hotel. Renato runs the hotel perfectly, and all of the staff - the woman who runs the breakfast, the secretary, room cleaners, everyone - are both friendly and helpful. The service is in short some of the best we've seen. The rooms (more like mini-apartments) are kept spotlessly clean. Renato actually called us in Palermo the morning of our arrival to see if he could meet us at the airport (which he did.) He also quickly (2 minutes) arranged a car for us. The location is near the port, and close enough to Via Roma (the main drag) yet far enough away to be less noisy. Some rooms are near a busy traffic street, but as one of the Italian reviewers notes, the double-glazed windows solve any issues with this. The pool is a nice amenity after a hot day at the beach. The room decor is very bright and pleasant. In short, the goal of everyone at El Mosaico is to make your stay as pleasant as possible, and they succeed. We would recommend this hotel to friends without hesitation and will certainly be back.",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"This is a great place to stay when visiting Lampedusa. We were picked up from the airport by the manager. His English is good so there are no language barriers. The rest of the staff doesn't speak it as well. The hotel is situated more or less at the harbour, 50 meter to the mini beach. The bay houses quite a few fishing boats. The inside of the hotel has a middle eastern feel to it. The lobby is spacious and lots of places to sit and relax. The pool is clean and comfortable. The room is great for Italian standards. A good bed which has a mosquito net around it is inside a concrete frame. It also has a small kitchenette, kitchen table and couch. The bathroom is small and the shower is very small, about 1 meter by 1 meter. It has good waterpressure so that makes up for the small space. Breakfast was simple and not much to choose from. Still overall a great place for the price paid.",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Our location had only breakfast facility, which was a very basic buffet...weak coffee, tea water not hot and limited choice of bagged teas. We arrived about 9:00 expecting a snack and were trundled off to the restaurant (after 12 hours of traveling on bus and boat) where our choices were only dinner entrees. Chicken was inedible, it had been cooked beyond well-done and was tough and dry. No options to easily purchase water in our location. Seemed more suited for families and conventions.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"I stayed two nights at the hotel on my own while touring Argentina. The staff was very nice and friendly when I checked in, and they found a room for me at 1 instead of the regular 4pm check-in time (late!). The GPS took me through a crazy gravel road where my car went into a crazy skid and I actually had to find another way up the hill to get to it. The Avenida Pioneros is the way to go so make sure the GPS is not taking you any other way. The hotel is nice, clean and the rooms are large. I had a 3 bedroom room and was okay, though I was missing glasses to drink, lotion or tissue paper. Very basic. My room overlooked the back and was a first floor so it was a bit dark and noisy by the elevators (bring ear plugs). The main issue is the internet. The Wi-Fi comes one and off and a regular photo by text can literally take about 2-3 minutes to download. Forget about doing more than a few texts and with patient, may be check Google maps. My cell only managed to get 1 bar so don't expect you can rely on your own internet either. Major issue for me if you ask me. The breakfast was simple but good, with a few types of pastries, canned and fresh fruits and coffee/tea. There was also scrambled eggs but they were very watery and I didn't try them. Overall, simple hotel but clean if you have a car (not an easy walk to town without sidewalks) and don't need internet.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,I stayed here with my father and brother and one thing that blew me away was how friendly the staff were. One in particular (Didn't get his name) took the time out of his day to strike up a conversation with me after seeing I was sitting on my own while waiting for my family for a few hours.,5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The hotel is new and very neat. Comfortable room and services. The staff is very friendly and polite. Breakfast, lunch and coffee services are high quality and delicious. It is located very close to the city center, no more than 10' drive. Great views!",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Excellent services!! Rooms with lake view awesome!!! Breakfast delicious and complete! Good prices affordable in all seasons Kind and polite staff always ready to help you! Highly recommended!!!! Pool, spa and other amenities",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The hotel is beautiful. I got a room with a view to the lake. The landscape is breathtakingly. The service was excellent. The rooms are huge with very comfortable beds. It is 5 minutes away from the city centre by car. If not you can enjoy a wonderful walk boarding the lake with amazing views and stops for panoramic views, it's only 32 minutes away walking. The breakfast is amazing. I'm celiac so I told the hotel that and every morning during my stay they provided me with gluten free options such as cookies and bread. I highly recommend staying here.",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"This hotel offers good value for money. Our room was spacious and everything worked as it should. It is not luxurious, but it does the job. The ambience, the facilities and the inclusive breakfast were similar to what we would expect from a 3 star hotel on the coast in the UK. The view of the Lake from the hotel itself (and from the 'Superior' rooms) is first class, and the grounds are attractive, albeit steep and not that easy to walk around. Breakfast is adequate. The evening meal is a buffet which looked as it would offer good value, but my wife and I chose to eat at the restaurant at the sister hotel, the Bustillo, down the steep drive where the food and service were excellent - so good in fact that we ate there all three nights of our stay. The drawback of the hotel is that it takes about 40 minutes to walk to the town centre and the volume of traffic makes this an unpleasant experience. So when you want to explore Bariloche then you probably need to call a taxi, which is OK but we prefer to walk. Be aware that the swimming pool does not open until 3pm each day, which seems a little odd.",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Great hotel to spend the weekend or more in bariloche with your family, BIG rooms ! perfectly located near the town to go to jauja restaurant for trouts , venison and morchella mushrooms , not to mention la salamandra restaurant also very near towards the fantastic llao llao hotel , 20' drive from pioneros hotel , the staff at pioneros is super friendly and if you have to solve any issues you have the hotel manager Gustavo Cunill , who can go to any length to help you and make your stay even better,",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,Stayed here two nights and got very good service. The rooms were average size for the region and clean. Finely well maintained. The restaurant menu was good but we had something small in the bar with wine. It was good too. Gorgeous grounds.,4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,Quality was as expected and service was absolutely amazing! Very nice and friendly owners. Bariloche is a great city and the Villa Huinid made my stay there even better. I intend to return somewhen in the future!,5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The hotel is situated 2.5klm's out of Bariloche town and is accessed by a dirt track (leading from the main road) up a steep hill with hairpin bends and not the best to walk on particularly at night as lighting is poor. For a reasonable meal you need to venture into Bariloche or try the restaurant in Hotel Bustillo part way down hill but in the same complex. This said, our experience of the restaurant was very, very slow service but to be fair the meal was good. Our room was classified as superior with view over the lake that was nice. Room was comfortable enough and clean Breakfasts were not the best we experienced in Argentina but served a purpose. We would certainly not use this hotel again, particularly as there seemed to be better options available eg Hotel Bustillo within the same overall complex and elsewhere near the town. It would be worth the extra cost. Most importantly, anyone considering this hotel should take into account the access and distance from town. There is no shuttle into town but Taxi's are available but no shuttle",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"It has all the atmosphere of an airport hotel. Unpaved drive, badly lit. Only evening meal available was an almost inedible buffet, otherwise a trek down a hill to the other hotel which wasn't much better. Breakfast poor- tinned fruit instead of fresh. Room contained 3 beds with no frills. 2.5 km from city centre reached via the previously mentioned drive followed by a walk along a main road with no footpath. Staff mainly unhelpful,very little tourist information.",1
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,Clean and comfortable. Its about a 30 minute walk into town so it is fairly quiet. Breakfast is included and was quite good. Internet was a bit slow and intermittent but not a big deal for us. There is a review indicating the hotel isn't finished - we were there in Feb 2017 and saw no evidence of not being finished. Staff was friendly and helpful.,4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"My wife and I were booked into a superior room at this hotel for 5 nights as part of a 3 week tour of Argentina.We chose this hotel based upon the reference to spectacular views and the facilities such as restaurant and swimming pool and ease of location to Bariloche town..The room was clean and the view was indeed great looking out over the lake. The swimming pool, however, was not open until 3 pm every day which ruled it out for us as afternoons and evenings were taken up with sightseeing and enjoying the restaurants in Bariloche town. The hotel restaurant only provided a buffet meal in the evenings and having experienced eating there at breakfast ( which was like a site canteena with closely packed tables and no table cloths) we decided not to avail ourselves of this amenity Also there is no bar in which to relax after those long days of sightseeing. Some of the staff on reception showed little interest in providing any a quality service and on our departure offered no help with our luggage despite the lift being out of order! The access road comprises a steep dirt track which is unsuitable for walking on except in walking boots. There is, however, another hotel on this complex namely hotel Bustillo which is some 350 metres down the aforementioned dirt track. This does have a swimming pool that is open in the mornings, a bar in which to relax and breakfast and evening restaurants with table cloths.We did take a evening meal in the restaurant which was satisfactory and used the bar on a number of occasions but this did involve trekking down the dirt track or getting lifts in the hotel transport which was equally dirty. Thus, if you are tempted to try the Villa Huinid group I would strongly recommend you chose Hotel Bustillo although suggest there are much better value options available in the Bariloche area to enjoy the magic scenery. .",2
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The good things: The hotel is new, the room is comfortable and clean and so is the bathroom. The bad ones: It seems to be unfinished, because there is no pavement to acces the hotel. The lobby is close to the restaurant and the smell of food during dinner time is not nice. There is no air conditioning system.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"We stayed in this hotel for 4 nights and ended up having to spend over $50. US on phone calls because the internet in the hotel wasn't good enough to use any of the internet calling services such as viber, Skype, WhatsApp, etc. Frequently it was so bad that we couldn't even pick up our email, and it was impossible to make arrangements for the next leg of our trip because we couldn't search flights, hotels, car rentals, etc on the internet. The hotel is a three star hotel, which we agreed to stay in because we made a mistake in our booking dates for their 5 star hotel and there wasn't any room for us after the first night. The 5 star had a bit better internet connection, but we were not there long enough to be able to comment on it.. it wasn't for the internet I would give the hotel a much higher rating. The rooms are a good size, the breakfast was good, the staff was wonderful, the service was good, the hotel was clean, and the views over the lake and of the mountains were wonderful.. They serve an inexpensive buffet dinner that's not great, but nice to have if you are tired from a long day of sightseeing and don't want to go back out for dinner. You would want to have a car if you stay there. The hotel is perched on a fairly steep hill, quite conveniently facing the lake, about a 5 minute drive into the center of Bariloche.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"We found the hotel with the aid of gps navigation fortunately, but even then it was difficult to believe the road we had to ascend led to the hotel. It is a winding dirt track they can only be traversed in 1st gear and every time we approached the hotel we had our hearts in our mouths. The hotel and its rooms are pleasant and clean, and the beds large and comfortable. Breakfast was adequate but the coffee weak. They did, however have gluten free options for our daughter, which was an agreeable surprise.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Lovely hotel with beautiful view of lake Nahuel Huapi. 5 mins from Bariloche centre. Heated indoor swimming pool. a fitness studio and beauty treatments. Large outside terrace to sunbathe and have a drink. The breakfasts had many choices bacon, eggs, sausages, potatoes and the usual ham, cheese and fruit. We had two simple evening meals in the bar as we did not feel like a heavy evening meal and the upstairs dining room was empty Wish we could have stayed longer",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Beautiful views of the lake. The spa is very good- reasonably price, very skilled staff, clean. Bring your phrasebook- not a lot of English is spoken and the spa menu is only in Spanish. It is a 45 walk to the village square.",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Beautiful Hotel on the outskirts of Bariloche on a hill overlooking the lake and mountains. Clean comfortable rooms friendly and helpful staff, and good food. The walk into town is about 20 along a road that is fairly busy but a taxi ride is only $4.00.",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Take the plane to Bariloche It's called little Switzerland with its Lakes & mountain ( Andes) & Glaciers One can fish , hike, mountain climb ( for the adventurous type) Great to take an excursion to see the Glaciers with a tour guide We certainly recommend Bariloche We like Switzerland & this reminds us of Switzerland even with the chocolate shops There are ski slopes",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"It was about a 25 minute walk into town on roads with no sidewalk and lots of traffic. My room faced right next to the mountainside and had no view. The room was average, clean and had no problem with it.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The hotels location did not appear at all good, since it was way out of town, and nearly all guests had their own cars. We were in the upper , cheaper motel-type accommodation, and had to ask for a shuttle to the main hotel, just 500m away , but it was down a very steep, windy, dirty and dusty track. There was no shuttle to and from the town, very disappointing. We were told we could easily get taxis, at a cost of around 100peso. Though for anything there seemed a long wait time. We ate evening meal and lunch the next day at the hotels bar restaurant, only place open. No a wide range of options, but light fare. The breakfast was basic. Toast was already pre add and cold. They had forgotten to turn on the hot water urn for teas. Orange juice, like coloured water. Felt like a cheap USA motel breakfast. A redeeming feature was the view from our room of the lake. And in room 1200 our bathroom had an outside window , so we were able to have a through draft at night, even then it was very hot., no fan or air conditioning. They just had a vending machine for water bottles or soft drinks. I asked about any nearby shops to buy water or snacks, and was told they were too far away, and into Bariloche. I walked down to the main road, and went in the opposite direction and came across a lovely bakery, that sold basic items. So I bought our 2 litre bottle of water at 60pence, rather than £4 in the hotel vending machine.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The hotel consists of three sites located on a steep hillside. The lower section are Lodges, the middle level building contains rooms as well as the bar and the main restaurant, the upper building, Villa Pioneros, was where we stayed. This section is very modern and the views from the front of the Andes are spectacular. Our room was not air-conditioned and even with the window open the room remained a bit too hot even when the outside temperature was below 14C. Breakfast was taken in this hotel and was satisfactory but dinner was only available at the middle site from 8pm till midnight and was excellent. However, the biggest disadvantage we found was the roadway on the site between the buildings and access to the main roads above and below the hotel. They were not made up and deeply rutted. They were very difficult to walk on and even though there was an internal shuttle bus the journey between buildings was very uncomfortable. The walk into Bariloche itself was along the main roads without footpaths. If you like good walks from your hotel we cannot really recommend this one.",3
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"We knew it was just over 2k from the centre, but we like walking and thought it would be no problem. What we didn't realise was that to get to the main road you had to walk a stony bumpy road with no path. This was made worse if the sprinklers had been on and then it was muddy. There was a mini bus service from the hotel to the bar which was the next building down. We went to the bar but on one occasion we had to ask if it was open as there was no one serving, it was open but we had to wait. Our room was said to be superior, what a joke. There was no fridge or mini bar with just one wardrobe and we had to stack the cases up on the side as there was just no room. The room was very small. We could see the lake but would have preferred more space and more than five coat hangers. The breakfast was not as good as other hotels that we had stayed in our trip to South America. The bathroom door didn't even close but if fairness this was rectified after we had mentioned it. It's a pity more thought hadn't gone into looking after people without cars",2
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,Splendid and comfortable hotel overlooking the lake and mountains and pleasant gardens. 5 star hotel with lovely swimming pool; the restaurant was good and the ambiance was comfortable. The only shortcoming was that there was no hotel bus to town which a 5 star hotel should avail.,4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Pros: good bedroom (very large), quiet, good shower, clear, confortable beds, good heating system, good wifi. Cons: away from the center, breakfast is too simple, the ""remise"" service provided by the hotel sucks. I had to wait for a driver for 40 minutes after the scheduled time. We ended up sharing a cab with another guest who was going in the same direction.",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"We came here to Argentina from California on our honeymoon. This place is where things began to go downhill. The rooms here are AWFUL. Not worth the money saved. The walls are paper thin, there was mold growing in the walls (causing terrible allergies), laundry cost $50/load, and the front desk is poorly staffed at best. Do NOT eat at the restaurant either- food is terrible and expensive. I wish I could re-do our honeymoon- I would have picked a place in town even if it cost an arm and a leg... From California",2
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"I spent 3 days in this great hotel last week. It was really worth. For a three stars hotel it´s really new, comfortable and clean. All the staff is nice and polite. I didn´t have any problems. I only suggest that the housekeeper could set up the clothes in the room, in order to be better arranged. However, the cleaness is great. The restaurant in Pioneiros is only for breakfast, but they have a van that takes you to have your meals, if you decide to do them at the hotel, to Villa Huinid Bustillo. I really liked it. I stayed in a room to the lake, so the view was outstanding! It´s near the downtown city and they call the remis (taxi) when it´s necessary. I recommend it.",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"Great view,super staff,large rooms memorable spa. Breakfast is great. Pizza was very very poor in the bar but they didn't charge me for it. Pay with US dollars for best rate! Need to take a taxi to town two miles with no sidewalks. Taxi only 7 dollars. Would definitely stay here again.",5
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"2.5 km away from the center of the city, where peace and quiet reigns sovereign, with a view that will make you forget about whatever problems you might have during the course of the entire last year. A place that definitely worth the visit. UPS 1) The view (looking to a fantastic lake/mountains) be sure to ask for the front rooms. 2) The Staff is fantastic… 3) Breakfast is delicious (ask for the pear and the marmalade). DOWNS 1) Distance from the center. 2) Lacks a restaurant, if you need midnight snacks like I do. Let me explain this one a little better. The Villa Huinid Complex has three different hotels/cabañas the one in the middle (Villa Huinid Bustillo has a restaurant and a fee 0f 30% if you what things to be delivered to Pioneros, so if you need room service it will cost you time and an extra)",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"The hotel facilities are new (I think a couple of years) and you can notice it. Lobby is nice for a 3 starts hotel. Price is very good compared to the area/stars/comparable facilities. Breakfast was included in my case and was good in quality and in quantity compared to similar. Rooms are good in space. Beds and pillows are comfortable. Restroom is also good. Very good lighting and electric plugs available which is very rare and necessary for all the gadgets we need to charge. Also a great value for the room is the view…you can see the lake from your window. It has a warm water pool and a Jacuzzi next to the pool. Good and open wifi connection. Service is average. Downsides: 1) Check in time is 4 pm and Check out is 10 am !!!!...amazing…!!!...2) There is no restaurant in the hotel building and this can be a big problem sometimes if you get tire to the hotel and you need to go back to the city to eat (you need to take a taxi for about 40-55 pesos). There is another hotel (5 starts) that belongs to the same owner and they tell you that you can go there but of course a 5 starts price. Also they give you info for a delivry restaurant but in our case, we waited up to 8 pm which was supposed to be the opening time and then, uppss…they never picked up the phone. I may return but not so sure.",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,"It takes an hour (in cold and wind) for the return walk into town. Hotel throughout has wooden panels. Nice rooms. One elevator. Nice breakfast; expensive room service. Located in a nice area, close to the water.",4
Hotel_Review-g312848-d4173038-Reviews-Villa_Huinid_Hotel_Pioneros-San_Carlos_de_Bariloche_Province_of_Rio_Negro_Patagonia.html,Very quiet new facility with amenities like a swimming pool and several dining rooms. The breakfast spread is a sumptuous feast. The only drawback is that it is more than a mile from the city center. Stay here if you don't mind walking along the scenic lake on the way to the hotel.,4
Hotel_Review-g580157-d483795-Reviews-Le_Grand_Large-Rivedoux_Plage_Ile_de_Re_Charente_Maritime_Nouvelle_Aquitaine.html,"My husband, Son (11 years) and I stayed at the Hotel for one night as an extension to our time in France to finish off our Holiday in a relaxed style. We arrived early and were able to utilise the luggage storage and use the Hotel facilities immediately. We enquired about late check out as our plane was late the following evening, and as no one else had booked the suite, we were given an extra hour without charge, and were able to continue to use the pool until we left at 8.00 pm. The Suite was just as the pictures on the booking.com website through whom we booked. Our son loved his individually styled bed, and we liked the little balcony which overlooked the pool. There was a separate toilet to the nicely appointed bathroom with overhead shower, complete with a selection of toiletries; shampoos, hair net, manicure set, ear cleaners, and body cream. The only negative is that there are no tea and coffee making facilities. We loved the pool area, and particularly the Jacuzzi. We didn't have a problem in getting sunbeds either. Hot/Cold drinks can be obtained from the reception area, with a couple of choices of chocolate bar (no mini bar in room, bottled water provided only). Cocktails can be provided by reception until it closes at 10.30 pm. A pass-code for the back and front entrance are given should you be out partying later than that! The town is only 10 mins walk from the hotel. (Turn left out of the Hotel, walk to the underpass and turn left and keep going past the church - you won't miss it!). There is a park 5 minutes from the Hotel (turn right and walk the beach path) and a beach bar 2 minutes further along. There is a hotel instructions manual written in both French and English, and you are handed an Ile De Rey guide book when given your room key. We booked the 13 euro breakfast, but I wouldn't again and would have the 8 euro continental. The restaurant, attached to the Hotel (where breakfast is served) is a delight for afternoon and evening dining. We enjoyed some fantastic food and would highly recommend including the service. We chose the three course meal for £28 euros each, and felt it was fantastic value. The beach is excellent. Beautiful golden sand, which my son and I walked along up to and opposite the little lighthouse. Plenty of rock pools up at that end of the beach when the tide goes out, and we saw quite a few families with buckets collecting. We thoroughly enjoyed our stay and would recommend to travellers wanting a relaxing stay, or as a base with a car to tour the island. The staff are wonderfully accommodating and ready to help with any request or queries.",4
