id,rating,avg_sentiment,min_sentiment,max_sentiment,node2vec_0,node2vec_1,node2vec_2,node2vec_3,node2vec_4
793,1,0,0,0,0.206723034,0.431785733,0.164328963,-0.291898906,-0.445920885
794,1,-0.01027,-0.1027,0,0.61992389,0.990788281,0.335071474,-0.593926072,-0.67550385
795,5,0.085228571,0,0.4939,0.203476474,1.04336369,0.648572385,0.049560647,-0.016264234
796,4,0.164633333,0,0.4939,0.001936556,0.098656014,0.0426853,0.057574961,-0.00117658
797,2,0,0,0,0.208000988,0.575907469,0.392676473,-0.424805999,-0.177580416
798,5,0,0,0,0.2699821,0.796173275,0.666987062,-0.205897048,-0.206174895
800,5,0,0,0,0.3257083,1.09687376,1.076967239,-0.404852062,-0.238079712
801,5,0,0,0,0.346414208,0.941634655,0.509410977,-0.833263814,-0.223875031
802,5,0.20095,0,0.4019,0.343937814,0.606405258,0.331053019,-0.168523341,-0.165458769
803,2,0,0,0,0.19216758,0.65382129,0.73949194,-0.298183888,-0.060629573
805,5,0.0772,0.0772,0.0772,0.547558129,0.937630713,0.705551684,0.121671908,-0.318176329
806,5,0.24695,0,0.4939,0.373659045,0.860811472,0.49250856,-0.105123118,-0.378331661
807,4,0.04019,0,0.4019,0.336588919,0.942160189,0.394028664,-0.029049354,-0.359942824
808,4,0.074428571,-0.3182,0.6369,0.513907909,0.913616598,0.547787428,-0.105085298,-0.705689907
809,4,0,0,0,0.151143864,0.80194068,0.602751195,-0.345669955,-0.463082135
810,5,0.10782,0,0.3612,0.66044873,1.065429807,0.526454508,-0.263034523,-0.378844142
811,5,0.303966667,0,0.7096,0.584196568,1.081912756,0.409376204,-0.01244114,-0.893137813
812,5,0,0,0,0.483166963,0.818063378,0.374206841,-0.119286314,-0.437121361
814,5,-0.296,-0.296,-0.296,0.404290348,0.595561206,0.602692366,-0.271624833,-0.247089416
815,5,-0.133966667,-0.4019,0,0.423153222,1.015266061,0.34179765,-0.402065724,-0.070461288
819,4,0.3182,0.3182,0.3182,0.132326216,0.3174676,0.343905658,-0.166113526,-0.133783594
820,2,0.1902,0,0.5106,0.631655335,0.933672607,0.931020021,-0.242044568,-0.464375794
821,5,0,0,0,-0.188279018,0.93966639,1.217278957,-1.267328143,-1.273658752
822,5,0.124730435,-0.1027,0.4939,0.310211807,0.651367128,0.571054459,-0.059372101,-0.27606979
823,1,-0.11315,-0.2263,0,0.051493105,0.74341172,0.637856781,-0.409822911,-0.209476903
824,3,0.24695,0,0.4939,0.57101208,1.187887192,0.528286517,-0.42901969,0.209970102
825,1,0.0043,-0.4767,0.4939,0.920090079,1.106252909,0.637453079,-0.20455128,-0.30595836
826,2,0.07224,0,0.3612,0.318057328,0.79982233,0.614678562,-0.027396223,-0.247034475
828,5,0,0,0,0.470347345,1.400410175,0.376710504,-0.245548606,-0.990596235
829,3,-0.3182,-0.3182,-0.3182,0.249082297,0.522281885,0.264166564,0.022950742,-0.081722118
830,5,0.4019,0.4019,0.4019,0.393398345,1.308649421,0.706104577,-0.411747575,-0.219925731
831,4,0,0,0,0.147789717,0.824033439,0.514165461,-0.347141445,-0.370695412
832,1,-0.00049,-0.4019,0.4939,0.529873669,0.83418113,0.526466072,-0.438970596,-0.110780567
834,5,0.0386,0,0.0772,0.335930496,0.532464147,0.395690143,-0.023075433,-0.550849676
835,2,0,0,0,0.413322955,1.010752678,0.464711905,-0.332151085,-0.378069639
836,5,-0.3818,-0.3818,-0.3818,0.548388541,0.973179162,0.793285191,-0.492024869,-0.657561839
837,1,-0.0258,-0.0516,0,0.103905678,0.373424709,0.225663051,-0.207406268,-0.046167366
838,5,0.6369,0.6369,0.6369,0.474720567,0.926210701,0.705150843,-0.475146472,-0.200096473
839,5,0.0903,0,0.3612,0.352085799,0.549684227,0.525449395,-0.131634563,-0.190949425
841,4,0,0,0,0.5229581,1.097666502,0.600742698,-0.476625025,0.009419655
842,3,0,0,0,0.169335872,0.507206917,0.245949239,-0.187907353,-0.106728613
845,1,-0.00031,-0.1027,0.2023,0.446676791,1.161223292,0.753183663,-0.305663973,-0.106389582
846,4,0,0,0,0.14156048,0.617864013,0.387510896,-0.144060448,-0.173471391
847,5,0.20835,-0.1027,0.6369,0.209438607,0.815610826,0.410346121,-0.253083169,-0.294540823
848,4,-0.034233333,-0.1027,0,0.587773979,0.502277374,0.829022706,-0.569254756,0.025170131
849,4,0,0,0,0.48082909,1.21172893,0.617198646,-0.543730915,-0.504683495
850,4,0,0,0,0.206778765,1.465016603,0.553293526,-0.273645312,-0.3434425
851,5,0.125,0,0.25,0.233971968,0.54646498,0.629171371,-0.463847935,-0.402003735
853,4,0,0,0,0.296547085,0.848525345,0.612893045,-0.043853816,-0.280252755
854,5,0.19756,0,0.4939,0.375530779,0.54767096,0.586728871,-0.280602038,-0.398500144
855,5,0.1806,0,0.3612,0.181334391,0.603939891,0.301321685,-0.125118896,-0.152856216
856,5,0,0,0,0.164200798,0.949822783,0.621597052,-0.307213008,-0.276996523
857,4,0,0,0,0.266544491,0.938005269,0.238714397,-0.260457188,-0.108843029
858,3,-0.032888889,-0.296,0,0.018638503,0.501836061,0.429179698,-0.45022586,-0.572264433
860,5,0,0,0,0.413657904,0.695334911,0.518004835,0.060790375,-0.378404438
861,5,0,0,0,0.09057115,0.506225288,0.350917041,-0.154272422,-0.064169303
862,5,0.148,0,0.296,0.414803028,0.909169257,0.912142456,-0.063009053,-0.064164758
863,2,0.022666667,0,0.34,0.388185591,0.820185125,0.579518497,-0.550247669,-0.498287171
864,5,-0.066983333,-0.4019,0,0.458203793,1.104340672,0.272068381,-0.622464001,0.168301687
865,2,0.3495,-0.0516,0.7506,0.287566602,1.223357439,0.875601172,0.234368175,-0.138695404
866,5,0,0,0,0.34756285,0.774858415,0.294717669,-0.314888805,-0.307808191
867,4,0.1806,0,0.3612,0.366427541,0.93001765,0.517482519,-0.129290044,-0.521335423
868,3,-0.056666667,-0.34,0,0.267952859,0.748915017,0.730905533,-0.070216529,-0.282214701
869,5,0,0,0,0.004688932,0.162866279,0.102760606,-0.078864284,-0.109736905
870,5,0,0,0,0.799099386,0.767085373,0.687874615,-0.161609456,-0.80289489
871,2,0,0,0,0.164706886,0.616502166,0.381806582,-0.276103884,-0.156946048
872,5,0,0,0,0.35197708,1.206778884,0.3484568,-0.08624202,-0.67450732
873,5,0.3182,0.3182,0.3182,0.442778856,0.812353253,0.520572543,-0.403958261,-0.159421191
874,5,0,0,0,0.44701466,0.728694379,0.746471882,-0.208537996,-0.261566103
875,5,0.31845,0,0.6369,0.307264954,0.808725238,1.210484624,-0.182611406,-0.53954643
876,3,0,0,0,0.380148739,0.59889847,0.415468276,-0.02758419,-0.384517908
877,5,0.161272727,0,0.4404,0.353759646,0.745082557,0.570187032,-0.242394924,-0.238777876
879,4,0.0449,0,0.4939,0.680791557,0.791757345,0.632378221,-0.067949675,-0.580601513
880,5,0.6369,0.6369,0.6369,0.38299045,0.759013295,0.586430252,-0.041911483,-0.26914832
881,4,0,0,0,0.171195149,0.467334032,0.183860317,-0.069213547,-0.046489641
882,2,-0.019076923,-0.4019,0.4939,0.139380246,0.920193315,0.406937808,-0.252280593,-0.417398721
883,5,0,0,0,0.661465108,0.456590563,0.667992175,-0.059480175,-0.823563278
885,4,0.2997,0,0.5994,0.21373637,0.852559149,0.334176093,-0.189705193,-0.187123492
886,1,0,0,0,0.245921895,0.412880629,0.247527987,-0.294847995,-0.163786292
887,5,0.1435,0,0.5106,0.528523684,0.948122859,0.28515777,-0.178009897,-0.566125333
888,5,0.052025,-0.1531,0.3612,0.289772749,0.615547836,0.500065684,-0.048174713,-0.316422075
889,3,0,0,0,0.405496448,0.785334229,0.583521008,-0.000161314,-0.286598653
890,4,0.3612,0.3612,0.3612,0.396097422,0.987855673,0.677589476,-0.325376004,-0.206466615
891,5,0,0,0,0.232028008,0.67310226,0.269903332,-0.278517276,-0.463394195
892,5,0.155472727,0,0.4939,0.204853892,0.957631886,0.388841003,-0.071409009,-0.360854387
893,3,0.0323125,-0.1027,0.3612,0.515994608,1.210459828,0.93861717,0.095988348,0.170190096
895,3,0.049475,-0.296,0.4939,0.264883876,0.744829595,0.513147831,-0.303326815,-0.15063186
896,5,0.2199,0,0.6597,0.341643989,0.560508728,0.29515022,-0.084764168,-0.288243979
897,4,-0.296,-0.296,-0.296,0.479879379,0.962781906,0.761935353,-0.160722643,-0.357392609
898,3,0,0,0,0.348034412,0.53782922,0.443700701,-0.151775435,-0.233838722
899,5,0,0,0,0.243274793,0.704667091,0.297241986,-0.102002107,-0.355800211
900,5,0.002345455,-0.4019,0.4019,0.106139734,0.413051754,0.321853399,-0.15377076,-0.101054586
901,3,0.3612,0.3612,0.3612,0.196625903,0.796046913,0.461765528,-0.228185415,-0.2428886
902,5,0.090985714,0,0.6369,0.509912491,0.639612794,0.641335487,-0.283899754,-0.212018505
905,5,-0.00645,-0.0516,0,0.317449063,0.55130744,0.574209213,-0.39631021,-0.363577455
906,4,0.1468,0,0.4404,0.22462593,0.649324715,0.451405555,-0.130788535,-0.208785534
907,5,0,0,0,0.430747956,0.928263128,0.707232654,-0.285465121,-0.268361121
908,2,0.001433333,0,0.0258,0.195244014,1.082388878,0.50565052,-0.067224018,-0.626408994
909,5,0.07955,0,0.3182,0.184448317,0.641929626,0.288982987,0.006426538,-0.284182072
911,4,0,0,0,0.229264006,0.315696567,0.461708337,-0.154838428,-0.201295897
913,5,0.4939,0.4939,0.4939,0.382952809,0.75550133,0.502352118,-0.184923977,-0.426478535
914,2,0.071,0,0.4939,0.322902113,0.637107491,0.847537994,-0.539895952,-0.379748851
915,4,-0.0997,-0.4019,0,0.31420818,0.450845867,0.647166789,-0.324941635,-0.382954776
916,5,0,0,0,0.45017463,1.151299834,0.54774636,-0.060348243,-0.20616515
917,3,0.07655,0,0.1531,0.500299931,0.870985508,0.682389379,-0.613841295,-0.118170395
918,5,0.10615,0,0.6369,0.313353121,0.876481056,0.313635707,-0.28733772,-0.331748307
919,5,0.24695,0,0.4939,0.252539515,0.924806476,0.658753395,-0.128714889,-0.152275905
920,1,0.1806,0,0.3612,0.258465201,0.406022578,0.262151062,-0.411213756,-0.254141003
921,4,0.068,0,0.34,0.16841273,0.922045231,0.901309848,-0.212311581,-0.033041544
922,5,0.146325,-0.0516,0.6369,0.696246922,0.851765811,0.671758473,-0.666777432,-0.619402468
924,1,0,0,0,0.459563881,0.85948199,0.547249198,-0.144482121,0.070729963
925,3,0.034861538,-0.4019,0.4939,0.27586779,0.687206566,0.504211307,-0.136329845,-0.140343189
926,2,-0.106066667,-0.3182,0,0.0978797,0.832870305,0.632936954,-0.886901021,-0.480706304
928,4,-0.05135,-0.1027,0,0.243262842,0.655951679,0.711172044,-0.184192955,-0.284834325
929,5,0.25476,0,0.6369,0.222488269,0.793082714,0.450422913,-0.009813656,-0.070674539
930,4,0,0,0,0.280031383,1.054677963,0.728933454,-0.21279709,-0.589538634
931,5,0.013583333,-0.34,0.4215,0.542654157,0.820258319,0.565650761,-0.350866348,-0.13154687
932,5,0,0,0,0.500369668,1.010342002,0.117185146,-0.139567822,-0.617361486
933,5,0.285033333,0,0.4939,0.261510551,0.684381485,0.366036385,-0.248633265,-0.229037508
934,4,0,0,0,0.324792802,0.923775494,0.578782976,-0.217910707,-0.171965286
935,5,0,0,0,0.453979224,0.844366133,0.620694458,-0.432484746,-0.365294635
936,5,0,0,0,0.290643185,0.610502422,0.316222578,-0.052993685,-0.248221949
937,4,0,0,0,0.122403629,0.38570419,0.147850484,-0.157711983,-0.063925773
938,4,0,0,0,0.49767676,0.563163221,0.675767183,-0.027513415,-0.193859041
939,5,0.112842857,0,0.4939,0.301284194,0.618067026,0.422626853,-0.300367177,-0.245203003
940,4,-0.008433333,-0.1531,0.0772,0.197588533,0.921686649,0.852854311,-0.145699978,-0.370488703
942,5,0.00814,-0.3612,0.4019,0.26959157,1.042833447,0.409869671,-0.272448927,0.177175477
943,4,0,0,0,0.433817834,1.193767428,0.502073944,-1.053004026,-0.576114774
944,5,0,0,0,0.074594833,0.627624571,0.593225479,-0.352268279,-0.246733546
945,5,0.134016667,0,0.7269,0.199812308,0.536873102,0.169695377,-0.212718934,-0.218254521
947,5,0.12738,0,0.6369,0.280960977,1.477987647,0.785714626,-0.168066934,0.23897092
948,4,0.2123,0,0.6369,0.574227273,0.781695962,0.863087893,-0.535526276,-0.177698269
949,3,0.03735,-0.0516,0.2732,0.0626949,0.895996332,0.559013009,-0.218694389,-0.499653369
950,5,0,0,0,0.004381726,1.753526807,0.730400205,-0.038946703,0.026975185
951,5,0,0,0,0.360607386,0.657168627,0.57999897,-0.291127115,-0.083790988
952,5,0,0,0,0.546075821,0.725653946,0.641162097,-0.582214892,-0.090130582
953,1,0,0,0,0.187509254,0.531041563,0.342577457,-0.223953083,-0.101994328
954,5,0,0,0,0.173424825,0.477603674,0.381151706,-0.178312823,-0.183189124
955,4,0.140383333,0,0.4404,0.240053341,0.658432305,0.53448534,-0.114966564,-0.173155949
956,5,0,0,0,0.080749661,0.335997552,0.242664158,-0.0987572,-0.184946746
957,4,0,0,0,0.644485772,0.84235853,0.908935785,-0.506952345,-0.207328126
959,5,0.12738,0,0.6369,0.291287005,0.802597702,0.389892995,-0.15138492,-0.258341819
962,5,0,0,0,0.259611607,0.605100989,0.337595433,-0.457418472,-0.281074613
963,5,0,0,0,0.207543969,0.960260272,0.649879217,-0.188610196,-0.223330036
964,3,0.065116667,-0.0516,0.4939,0.090894073,0.330252588,0.396431059,-0.223325983,-0.255360872
965,5,0,0,0,0.440988183,1.092131972,0.63556844,-0.268637776,-0.406294316
966,5,0.0843,0,0.4215,0.253975183,0.758493543,0.598328292,-0.163315758,-0.307001829
968,5,0.19962,0,0.6369,0.409994543,1.425816059,0.583929002,-0.253674239,0.124045208
969,5,0.07224,0,0.3612,0.00685749,0.549435079,0.228408024,-0.18612121,-0.269759089
970,1,-0.025675,-0.1027,0,0.223417416,1.085588694,0.546407461,-0.328494787,-0.459634453
971,1,0.08879,0,0.5267,0.380506217,0.540860176,0.528981447,-0.27753213,0.00288651
972,5,0.285033333,0,0.4939,0.184896156,0.77524966,0.406025231,-0.085573681,-0.246580407
973,3,0.051183333,0,0.3182,0.127605245,0.766323268,0.360930353,-0.248402715,-0.630487978
974,5,0,0,0,0.320387036,0.526318133,0.393018126,-0.161398396,-0.196291313
975,4,0,0,0,0.458378226,1.001170158,0.637416482,0.135636553,-0.243416384
976,4,0,0,0,0.279331744,0.271212846,0.356050909,0.042553596,-0.416919917
977,4,0.0193,0,0.0772,0.304687589,0.623928726,0.390981555,-0.396172673,-0.302834123
980,3,0,0,0,0.39936927,0.656776488,0.78009361,-0.132886231,0.010121422
981,3,0,0,0,0.396404564,0.71777457,0.610714853,-0.368440866,-0.166649431
982,5,0,0,0,0.732846975,0.718847156,1.288710237,-0.16617994,-0.938024938
983,5,0,0,0,0.081515752,1.103286982,0.84260124,-0.404779136,-0.008057949
984,3,0.0645,-0.0516,0.3612,0.470007449,0.495450348,0.545539558,-0.184404463,-0.29298833
985,3,0,0,0,0.667672038,0.817177355,0.557878196,-0.479344785,-0.074513637
986,3,0.01544,0,0.0772,0.048981398,0.47512725,0.73102361,-0.703870177,-0.529522538
988,2,0,0,0,0.170736372,0.362927973,0.247903511,-0.100442275,-0.003652839
989,4,0,0,0,0.235650346,0.570026636,0.225803792,-0.342687577,-0.157437921
990,3,0,0,0,0.129469216,0.906715453,1.0375911,-0.684395552,-0.330096096
991,4,0.3612,0.3612,0.3612,0.401626408,0.838975608,0.546009064,-0.320526093,-0.398175985
992,5,0,0,0,0.268049777,0.566305399,0.468055546,-0.271427959,-0.314447671
993,3,0.038126667,0,0.5719,0.214823917,0.608669043,0.449786186,-0.051700741,-0.062046617
994,5,0,0,0,0.264454633,0.519620895,0.177788213,-0.137964889,-0.286100566
995,5,0,0,0,0.352573782,0.710991144,0.367763609,-0.276543915,-0.202816904
996,2,0,0,0,0.331833065,0.687338173,0.405892432,0.057981201,-0.193411082
997,2,0,0,0,0.563380599,0.697786629,0.631199718,-0.088615321,-0.423426241
998,3,0,0,0,0.117448412,0.238002777,0.103306063,-0.15287675,0.011471938
999,5,0.1204,0,0.3612,0.331274599,0.782165051,0.717203915,-0.111816131,-0.432129681
1000,3,0.07224,0,0.3612,1.104712844,1.03446126,1.830358028,0.118883044,-1.423408031
1001,5,0,0,0,0.092895024,0.65706718,0.763930857,-0.251001865,-0.375193387
1002,5,-0.025214286,-0.2023,0.0258,0.054766063,0.074375018,0.068874441,-0.093105286,-0.125408813
1004,4,0,0,0,0.116502814,1.114410281,0.966918468,-0.171868831,-0.5640679
1006,4,0.1806,0,0.3612,0.296328276,0.531153262,0.353806734,-0.304573685,-0.359618515
1008,1,0,0,0,0.387804776,0.770054936,0.238374263,0.083794102,-0.370515823
1011,5,0.179488889,0,0.4939,0.263732433,0.65801549,0.162181228,-0.131166309,-0.400738925
1012,4,0,0,0,0.227258787,0.914565504,0.414381981,-0.266828209,-0.249975279
1016,5,0,0,0,0.200105429,0.891560435,0.799261808,-0.142136261,-0.326001048
1017,4,0,0,0,0.465554744,0.557604909,0.494766474,-0.31374073,-0.370192349
1018,5,0.03182,0,0.3182,0.183185175,0.567814231,0.320354909,-0.261059463,-0.28216362
1019,4,0,0,0,0.052757517,1.126583576,0.892951488,-0.410644472,-0.178407058
1020,4,0,0,0,0.175287142,0.509264648,0.339443594,0.020173561,0.007012774
1021,5,0.010866667,-0.296,0.3612,0.249306977,0.682917297,0.467638671,-0.164373368,0.025819154
1022,5,0,0,0,-0.282982975,1.148105264,0.373824418,-0.432211995,-1.106331587
1023,5,0,0,0,0.12468861,0.57360518,0.430712521,0.021661706,-0.072061047
1024,2,-0.133528571,-0.4404,0,0.357479721,0.912875473,0.74044919,-0.570434988,-0.137830481
1026,5,0,0,0,0.420260549,0.749554932,0.38070631,-0.178382888,-0.235303938
1027,1,0.046070588,-0.3818,0.4019,0.345094293,0.660532832,0.449105322,-0.226765499,-0.288229704
1028,4,0,0,0,0.37251848,0.714206398,0.584196389,-0.260071486,-0.393638074
1029,4,0.3818,0.3818,0.3818,0.425483674,0.948157907,0.423229963,-1.205731273,-0.600154817
1030,4,0.4588,0.4588,0.4588,0.308085322,0.865374923,0.672576249,-0.082097411,-0.123445399
1032,5,0.4939,0.4939,0.4939,0.326612979,0.499153972,0.368284762,-0.058250535,-0.1855046
1033,4,0,0,0,0.432932556,0.973140299,0.493305981,-0.418068767,-0.298978955
1034,5,0,0,0,0.170845211,0.406894326,0.172063515,-0.234345645,-0.199484512
1035,5,0,0,0,0.215343982,0.479968011,0.602427006,-0.096467458,-0.375193805
1036,5,0.04162,-0.1531,0.3612,0.175552815,0.791608393,0.286956698,-0.247466624,-0.308209419
1037,5,0,0,0,0.115241013,0.953332245,0.521423757,-0.17847234,-0.780208945
1038,5,0,0,0,0.267622083,0.598311305,0.328217208,-0.155266806,-0.142393887
1039,3,0,0,0,0.296723396,0.784130096,0.596701622,-0.496537626,-0.227707386
1040,1,-0.23835,-0.4767,0,-0.033431023,1.208804846,1.124919772,-0.247477844,-0.584492803
1041,5,0.133966667,0,0.4019,0.363989949,0.835584521,0.819389164,-0.327703536,-0.174780458
1043,5,0.13588,0,0.3612,0.349123836,0.812211871,0.410278261,-0.14109534,-0.139395744
1044,4,0,0,0,0.471902132,0.99525404,0.442654878,-0.338846028,-0.189723462
1045,5,0,0,0,0.206126049,0.657237232,0.280422091,-0.195853531,-0.0970954
1046,5,0,0,0,0.043120883,0.139723152,-0.040784474,0.048669975,-0.079493947
1048,4,-0.106066667,-0.3182,0,0.308466971,0.48084271,0.623994768,0.049549986,-0.058170419
1049,4,0,0,0,0.350076407,0.987351,0.910263836,0.040491823,-0.361994386
1051,5,0.119016667,0,0.6369,0.250830024,0.61590004,0.420893312,-0.172457606,-0.164253518
1052,5,0,0,0,0.38694635,1.069691896,0.949022353,0.043478172,-0.275175154
1053,4,0,0,0,0.73495698,0.673243761,0.903394163,-0.277121514,0.118258171
1055,4,0,0,0,0.454824209,0.888874531,0.53099966,-0.583363414,-0.114728943
1056,5,0,0,0,0.107632227,0.145915926,0.126645908,-0.141507611,-0.172504097
1057,5,0.31845,0,0.6369,0.079905376,0.38108626,0.169798449,-0.147815019,-0.100718498
1058,4,0,0,0,-0.096504353,1.367507219,0.204662696,-0.496661037,-0.43079266
1059,5,0,0,0,0.357205927,0.950744212,0.568389118,-0.001306021,-0.41201371
1060,4,0,0,0,0.397715509,1.073693395,0.904232562,-0.454424351,-0.401506394
1061,5,0,0,0,0.370651424,0.743886769,0.64788115,-0.284024537,-0.223310247
1062,3,-0.068,-0.34,0,0.183636084,0.7672472,0.254668295,-0.214723095,-0.170351937
1065,5,0,0,0,0.179175496,0.308520913,0.373479307,-0.199986428,-0.211491302
1067,4,-0.0516,-0.0516,-0.0516,0.421717703,0.939683199,0.817210019,-0.914932668,-0.763109207
1068,5,0,0,0,0.36789611,1.09321332,0.378675014,-0.226421282,-0.283866107
1070,4,0,0,0,0.07457763,0.363101155,0.029747164,-0.109146647,-0.01171407
1071,4,0.02054,0,0.1027,0.417440772,1.015488148,0.814259827,-0.05200604,-0.014847636
1072,5,0.1806,0,0.3612,0.568062365,1.046116948,0.764881074,-0.321708322,-0.111717351
1073,4,0.4246,0,0.6369,0.130147085,0.498330861,0.306536436,-0.029575773,-0.166442618
1074,4,0,0,0,0.124661744,0.559442639,0.38070485,-0.146417499,-0.547709703
1075,1,0,0,0,-0.109783061,1.171653628,0.670807183,-0.14389357,-0.549672723
1076,4,0.21584,-0.0516,0.6369,0.434020907,0.927592576,0.803701818,-0.244048119,0.125593603
1077,4,0.263533333,0,0.7906,0.216985956,0.850424945,0.623828769,-0.137496397,0.004847919
1078,3,0,0,0,0.05111764,0.675099909,0.353132665,-0.115978166,-0.166857362
1079,2,0,0,0,0.109959513,0.442733437,0.286616027,-0.083496295,-0.255949408
1081,5,0.03088,0,0.0772,0.075121932,0.686855912,0.421704054,-0.201575249,-0.17783165
1083,4,0,0,0,0.395891756,0.45752266,0.719693899,-0.256027311,-0.270462692
1084,5,0,0,0,0.125363782,1.091644049,0.453458071,-0.085585028,-0.501234591
1085,5,0,0,0,0.434002817,0.636009753,0.574166834,-0.231933117,-0.260506421
1086,5,0.082316667,0,0.4939,0.072874472,0.515343606,0.427043378,-0.113587469,-0.105263345
1088,4,0.041704167,-0.128,0.4019,0.251307011,0.889781654,0.781892776,0.073140629,0.124734707
1089,4,0.0516,0,0.3612,0.337567657,0.920993507,0.496647894,-0.06443321,-0.213980198
1091,5,0.24695,0,0.4939,0.885286033,0.764153659,1.174741149,-0.513661921,0.179848999
1092,3,-0.085,-0.34,0,0.537373841,1.319269419,0.433177918,-0.344479829,-0.42766875
1093,4,0.180244444,-0.34,0.4939,0.268716425,1.22025919,0.41680634,-0.115943119,0.168278009
1095,3,0,0,0,0.570206821,0.8333987,0.707059681,-0.286561847,-0.361886621
1096,4,0.24695,0,0.4939,0.351218164,0.973990798,0.613993943,-0.440151095,-0.240199566
1097,5,0,0,0,0.369529456,0.829394102,0.533475041,-0.160437047,-0.465953082
1098,4,0.00645,0,0.0258,0.576827288,1.411558032,0.44907406,-0.147422612,-0.266352326
1099,3,0.076314286,-0.1027,0.6369,0.466833711,0.680427015,0.650661111,-0.400021166,-0.296794891
1100,4,0.113333333,0,0.34,0.31812194,0.790021479,0.347444981,-0.233845204,-0.28869012
1102,1,-0.0128375,-0.1027,0,0.647096217,0.850674272,0.529819965,-0.359971583,-0.403397173
1103,5,0,0,0,0.261301279,0.812956035,1.044623375,-0.067962371,-0.441112369
1104,2,0.100475,0,0.4019,0.073165014,1.013758421,0.300659806,-0.348335534,-0.592367291
1106,2,0,0,0,0.361887038,0.938946187,0.663597524,-0.43436408,-0.117622629
1107,5,-0.1027,-0.1027,-0.1027,0.454743385,0.966875911,0.738914847,-0.014369105,-0.079715893
1108,5,0.213775,0,0.4939,0.376389176,1.201550007,0.421303302,-0.328949004,-0.220302835
1109,5,-0.0516,-0.0516,-0.0516,0.06371583,0.928134978,1.109862566,-0.546596289,-0.521605194
1110,5,0,0,0,0.254871309,0.672744274,0.549034953,-0.163649052,-0.190135434
1111,5,0,0,0,0.180516928,0.481456816,0.428456068,-0.15067926,-0.268663049
1112,5,0,0,0,-0.027658509,0.716528356,0.740671754,-0.504094064,-0.517423987
1113,5,0.025675,0,0.1027,0.257856071,0.721211553,0.613268673,-0.406241179,-0.323598891
1114,5,0.1806,0,0.3612,0.301708013,1.150888801,0.616215408,-0.246755794,-0.30073595
1115,3,-0.164633333,-0.4939,0,0.094551459,0.462450296,0.174312115,-0.135875076,0.068096377
1116,1,-0.05,-0.25,0,0.408714592,0.95294106,0.65627259,-0.269375831,-0.613056302
1118,5,0.138983333,0,0.4939,0.360194594,0.821955204,0.509047866,-0.259053856,-0.168187648
1119,3,0.07945,0,0.4767,0.399672419,0.756410599,0.762967229,-0.087180458,-0.123131841
1120,2,-0.063075,-0.4019,0,0.306962132,0.624376059,0.426376313,-0.166192815,-0.225767478
1121,5,0.6369,0.6369,0.6369,0.087914072,0.276235253,0.128830209,-0.073898077,-0.134983435
1122,5,0.075433333,0,0.2263,0.158002138,0.929929256,0.317849666,-0.207162857,-0.281342655
1123,5,-0.048571429,-0.34,0,0.054808803,0.62964505,0.422157019,-0.208473682,-0.295204282
1124,5,0,0,0,0.076902837,0.258475691,0.188318759,-0.102899663,-0.117286831
1125,2,0.0498375,0,0.296,0.344285578,0.881834447,0.530042827,-0.127353549,-0.375395536
1126,4,0,0,0,0.144023195,1.174414277,0.666698277,-0.465474129,-0.176405907
1127,2,0.3182,0.3182,0.3182,0.319560409,1.117499828,0.78180486,-0.071177557,-0.042615794
1128,3,0.066983333,0,0.4019,0.243896112,0.583023429,0.419585705,-0.190223172,-0.126304284
1129,3,0,0,0,0.120513745,0.76367718,0.544218004,-0.18852061,-0.196671978
1130,4,-0.08038,-0.4019,0,0.024057535,0.102182642,0.119369201,-0.063405357,0.040904243
1131,3,0.100475,0,0.4019,0.206317186,0.694054842,0.986719251,-0.525646865,-0.453401297
1132,4,-0.20095,-0.4019,0,0.279741287,0.9788059,0.541487277,-0.196790412,-0.073785305
1133,5,0.13038,0,0.4019,0.411733776,0.759872496,0.660429299,-0.110956497,-0.148032561
1134,5,0.406175,0,0.6369,0.214449555,0.799230456,0.698625028,-0.168672323,-0.129750147
1135,5,0.0772,0.0772,0.0772,0.318014979,1.435612559,0.659030259,-0.202776,0.088724442
1136,4,0.120716667,-0.4019,0.765,0.403163761,0.840901494,0.13422741,-0.21959503,-0.517276824
1137,4,0,0,0,0.270234287,0.501887739,0.55268389,-0.036451861,-0.318120599
1138,5,0.166545455,0,0.6369,0.242441967,0.559104741,0.345001817,-0.166664243,-0.026878498
1139,5,0,0,0,0.306750834,0.941774845,0.528729737,-0.207318723,0.105557047
1140,3,0.066133333,-0.0516,0.25,0.408283174,1.100970268,0.500002921,-0.109837972,-0.436109036
1141,5,0,0,0,0.434081167,1.567427278,0.481393844,0.01804575,-0.501371324
1142,5,0.3612,0.3612,0.3612,0.140369505,0.417772442,0.188217521,-0.109031193,-0.18986997
1143,5,0.159225,0,0.6369,0.338068187,0.916138172,0.649370372,-0.235203579,-0.429964632
1145,5,0.1204,0,0.3612,0.566309512,1.442847133,0.154279783,-0.44427669,-0.697770536
1146,5,0.3612,0.3612,0.3612,0.718368471,1.401763201,0.727580369,0.043177977,-0.557811797
1148,5,0,0,0,0.436962306,0.770817518,0.877436161,0.020427208,-0.275400549
1149,3,0,0,0,0.337043166,0.742167354,0.743017554,-0.27019614,-0.396996021
